image_name,card_set,card_number,rarity,card_name,other_names,card_type,attribute,types,race_type,ability_type,level,atk_def,atk,def,password,status,effect_types,ritual_required,property,ritual_monster_required,pendulum_scale,rank,link_arrows,atk_link,atk_link_val,link_rating,other_names_japanese,summoned_by_the_effect_of
SOD-EN053 R.png,Soul of the Duelist,SOD-EN053,Rare,Enervating Mist,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,26022485,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIRA-EN004 C.png,Rising Rampage,RIRA-EN004,Common,Marincess Sea Star,NA,Monster,WATER,Cyberse / Effect,Cyberse,Effect,2,800 / 400,800,400,62886670,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN018 SR.png,The Shining Darkness,TSHD-EN018,Super Rare,Bird of Roses,NA,Monster,WIND,Plant / Effect,Plant,Effect,4,1800 / 1500,1800,1500,75252099,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN031 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN031,Ultra Rare,Leraje the God of Archery,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,4,1800 / 1600,1800,1600,49922726,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTGY-EN033 C.png,Lord of the Tachyon Galaxy,LTGY-EN033,Common,Legendary Atlantean Tridon,NA,Monster,WATER,Sea Serpent / Effect,Sea Serpent,Effect,3,1600 / 800,1600,800,28754338,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Ignition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOD-034 UR.png,Legacy of Darkness,LOD-034,Ultra Rare,Tyrant Dragon,NA,Monster,FIRE,Dragon / Effect,Dragon,Effect,8,2900 / 2500,2900,2500,94568601,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Continuous', 'Continuous', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUEA-EN018 UR.png,Duelist Alliance,DUEA-EN018,Ultra Rare,Satellarknight Deneb,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,1500 / 1000,1500,1000,75878039,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN057 R.png,Gladiator's Assault,GLAS-EN057,Rare,Gladiator Beast's Battle Manica,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,52496105,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous-like', 'Trigger-like']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
LED8-EN050 C.png,Legendary Duelists: Synchro Storm,LED8-EN050,Common,Rush Warrior,NA,Monster,WIND,Warrior / Effect,Warrior,Effect,2,300 / 1200,300,1200,36736723,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHVI-EN083 ScR.png,Shining Victories,SHVI-EN083,Secret Rare,Kozmoll Dark Lady,NA,Monster,DARK,Psychic / Effect,Psychic,Effect,5,2200 / 1800,2200,1800,12408276,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick', 'Condition', 'Quick']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CROS-EN021 R.png,Crossed Souls,CROS-EN021,Rare,Stellarknight Zefraxciton,NA,Monster,LIGHT,Fiend / Pendulum / Effect,Fiend,Pendulum,4,1900 / 0,1900,0,22617205,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Continuous-like', 'Condition', 'Monster Effect', 'Trigger', 'Condition']",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
SOVR-EN084 UR.png,Stardust Overdrive,SOVR-EN084,Ultra Rare,"Yellow Baboon, Archer of the Forest",NA,Monster,EARTH,Beast / Effect,Beast,Effect,7,2600 / 1800,2600,1800,65303664,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STON-EN060 R.png,Strike of Neos,STON-EN060,Rare,Pulling the Rug,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,34717238,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Counter,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN093 R.png,Absolute Powerforce,ABPF-EN093,Rare,Viser Des,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,4,500 / 1200,500,1200,56043446,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Trigger', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFC-043 SR.png,Magician's Force,MFC-043,Super Rare,Spell Shield Type-8,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,38275183,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect', 'Activation requirement', 'Cost', 'Effect']",NA,Counter,NA,NA,NA,NA,NA,NA,NA,NA,NA
STBL-EN058 C.png,Starstrike Blast,STBL-EN058,Common,Axe of Fools,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,19578592,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Trigger-like']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENF-EN086 ScR.png,Generation Force,GENF-EN086,Secret Rare,"Adreus, Keeper of Armageddon",NA,Monster,DARK,Fiend / Xyz / Effect,Fiend,Xyz,NA,2600 / 1700,2600,1700,94119480,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Ignition'],NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
MAGO-EN062 R.png,Maximum Gold,MAGO-EN062,Rare,Number 107: Galaxy-Eyes Tachyon Dragon,NA,Monster,LIGHT,Dragon / Xyz / Effect,Dragon,Xyz,NA,3000 / 2500,3000,2500,88177324,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
GAOV-EN089 C.png,Galactic Overlord,GAOV-EN089,Common,Xyz Wrath,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,99064191,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Quick-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
STOR-EN012 C.png,Storm of Ragnarok,STOR-EN012,Common,Garmr of the Nordic Beasts,NA,Monster,DARK,Beast / Effect,Beast,Effect,4,800 / 1900,800,1900,88283496,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-059 C.png,Ancient Sanctuary,AST-059,Common,Fiend Scorpion,NA,Monster,EARTH,Insect,Insect,NA,2,900 / 200,900,200,26566878,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIRA-EN041 ScR.png,Rising Rampage,RIRA-EN041,Secret Rare,Marincess Coral Anemone,NA,Monster,WATER,Cyberse / Link / Effect,Cyberse,Link,NA,NA,NA,NA,79130389,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,"Middle-Left,  Bottom-Center",2000 / 2,2000,2,NA,NA
IOC-001 C.png,Invasion of Chaos,IOC-001,Common,Ojama Yellow,NA,Monster,LIGHT,Beast / Normal,Beast,Normal,2,0 / 1000,0,1000,42941100,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANPR-EN036 C.png,Ancient Prophecy,ANPR-EN036,Common,XX-Saber Ragigura,NA,Monster,EARTH,Beast-Warrior / Effect,Beast-Warrior,Effect,1,200 / 1000,200,1000,87292536,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAOV-EN075 C.png,Galactic Overlord,GAOV-EN075,Common,Return,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,47247413,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBLZ-EN016 C.png,Cosmo Blazer,CBLZ-EN016,Common,Heraldic Beast Unicorn,NA,Monster,LIGHT,Beast / Effect,Beast,Effect,4,1100 / 1600,1100,1600,45705025,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROTD-EN089 SR.png,Rise of the Duelist,ROTD-EN089,Super Rare,Speedroid Block-n-Roll,NA,Monster,WIND,Machine / Effect,Machine,Effect,4,1000 / 1800,1000,1800,69550259,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOD-EN056 SP.png,Soul of the Duelist,SOD-EN056,Short Print,Mind Crush,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,15800838,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
RDS-EN015 C.png,Rise of Destiny,RDS-EN015,Common,Roc from the Valley of Haze,NA,Monster,WIND,Winged Beast / Effect,Winged Beast,Effect,6,2400 / 1400,2400,1400,28143906,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOTL-EN040 SP.png,Judgment of the Light,JOTL-EN040,Short Print,Yellow Duston,NA,Monster,EARTH,Fiend / Effect,Fiend,Effect,1,0 / 1000,0,1000,16366810,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous', 'Trigger', 'Unclassified']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABPF-EN005 SR.png,Absolute Powerforce,ABPF-EN005,Super Rare,Ogre of the Scarlet Sorrow,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,4,0 / 0,0,0,82670878,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCS-EN062 C.png,Dimension of Chaos,DOCS-EN062,Common,Graydle Impact,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,02759860,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition-like', 'Trigger-like', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-015 C.png,Invasion of Chaos,IOC-015,Common,Coach Goblin,NA,Monster,EARTH,Fiend / Effect,Fiend,Effect,4,1200 / 1500,1200,1500,42541548,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIOV-EN008 UR.png,Lightning Overdrive,LIOV-EN008,Ultra Rare,Amazement Attendant Comica,NA,Monster,LIGHT,Machine / Effect,Machine,Effect,4,1400 / 1800,1400,1800,67314110,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Quick', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN041 ScR.png,Gladiator's Assault,GLAS-EN041,Secret Rare,Super Vehicroid - Stealth Union,NA,Monster,EARTH,Machine / Fusion / Effect,Machine,Fusion,9,3600 / 3000,3600,3000,03897065,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Continuous', 'Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVAL-EN012 C.png,Legacy of the Valiant,LVAL-EN012,Common,Gorgonic Gargoyle,NA,Monster,DARK,Rock / Effect,Rock,Effect,3,1000 / 800,1000,800,64379261,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCR-050 C.png,Dark Crisis,DCR-050,Common,Really Eternal Rest,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,28121403,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABYR-EN086 R.png,Abyss Rising,ABYR-EN086,Rare,Noble Arms - Arfeudutyr,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,83438826,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Condition', 'Ignition-like', 'Trigger-like', 'Condition']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXFO-EN039 C.png,Extreme Force,EXFO-EN039,Common,Underclock Taker,NA,Monster,DARK,Cyberse / Link / Effect,Cyberse,Link,NA,NA,NA,NA,77058170,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Ignition'],NA,NA,NA,NA,NA,"Middle-Left,  Bottom-Center",1000 / 2,1000,2,NA,NA
SECE-EN013 SR.png,Secrets of Eternity,SECE-EN013,Super Rare,Infernoid Antra,NA,Monster,FIRE,Fiend / Effect,Fiend,Effect,2,0 / 2000,0,2000,26034577,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Ignition', 'Quick']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LODT-EN037 SR.png,Light of Destruction,LODT-EN037,Super Rare,DUCKER Mobile Cannon,NA,Monster,LIGHT,Machine / Flip / Effect,Machine,Flip,3,500 / 500,500,500,14506878,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Flip'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-030 SP.png,Invasion of Chaos,IOC-030,Short Print,Granadora,NA,Monster,WATER,Reptile / Effect,Reptile,Effect,4,1900 / 700,1900,700,13944422,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN040 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN040,Ultra Rare,Proxy Horse,NA,Monster,LIGHT,Cyberse / Effect,Cyberse,Effect,4,1100 / 1100,1100,1100,16684346,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRL-013 C.png,Spell Ruler,MRL-013,Common,Guardian of the Throne Room,NA,Monster,LIGHT,Machine,Machine,NA,4,1650 / 1600,1650,1600,47879985,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAOV-EN056 R.png,Galactic Overlord,GAOV-EN056,Rare,Hieratic Seal of Convocation,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,25377819,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN094 C.png,The Shining Darkness,TSHD-EN094,Common,X-Saber Pashuul,NA,Monster,EARTH,Warrior / Tuner,Warrior,Tuner,2,100 / 0,100,0,23093604,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOVR-EN047 C.png,Stardust Overdrive,SOVR-EN047,Common,Savage Colosseum,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,32391631,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger-like', 'Continuous-like', 'Trigger-like']",NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
LTGY-EN008 R.png,Lord of the Tachyon Galaxy,LTGY-EN008,Rare,Big Whale,NA,Monster,WATER,Fish / Effect,Fish,Effect,9,1000 / 3000,1000,3000,18322364,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN049 C.png,Raging Battle,RGBT-EN049,Common,Wonder Clover,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,38568567,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRL-091 R.png,Spell Ruler,MRL-091,Rare,Flying Kamakiri #1,NA,Monster,WIND,Insect / Effect,Insect,Effect,4,1400 / 900,1400,900,84834865,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOD-EN069 C.png,Flames of Destruction,FLOD-EN069,Common,Gergonne's End,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,59490397,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Continuous-like', 'Quick-like']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOTB-EN013 C.png,Force of the Breaker,FOTB-EN013,Common,Volcanic Hammerer,NA,Monster,FIRE,Pyro / Effect,Pyro,Effect,5,2400 / 1500,2400,1500,54514594,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN059 R.png,Phantom Darkness,PTDN-EN059,Rare,Six Samurai United,Gathering of the Six Samurai,Spell,NA,NA,NA,NA,NA,NA,NA,NA,72345736,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Ignition-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-056 C.png,Legend of Blue Eyes White Dragon,LOB-056,Common,Hinotama,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,46130346,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAST-EN053 SR.png,Savage Strike,SAST-EN053,Super Rare,Guardragon Agarpain,NA,Monster,DARK,Dragon / Link / Effect,Dragon,Link,NA,NA,NA,NA,59537380,"['Forbidden (Ocg)', 'Forbidden (Tcg Advanced)', 'Limited (Tcg Traditional)']","['Continuous', 'Ignition', 'Condition', 'Condition']",NA,NA,NA,NA,NA,"Top-Center,  Bottom-Center",1500 / 2,1500,2,NA,NA
FOTB-EN054 C.png,Force of the Breaker,FOTB-EN054,Common,Secrets of the Gallant,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,95096437,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Trigger-like']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHSP-EN081 R.png,Shadow Specters,SHSP-EN081,Rare,Bujingi Raven,NA,Monster,LIGHT,Winged Beast / Effect,Winged Beast,Effect,4,1600 / 900,1600,900,11958188,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOTB-EN046 R.png,Force of the Breaker,FOTB-EN046,Rare,Triggered Summon,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,96148285,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFC-094 R.png,Magician's Force,MFC-094,Rare,Mega Ton Magical Cannon,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,32062913,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
RDS-EN016 R.png,Rise of Destiny,RDS-EN016,Rare,Sasuke Samurai #4,NA,Monster,WIND,Warrior / Effect,Warrior,Effect,4,1200 / 1200,1200,1200,64538655,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-045 C.png,Pharaonic Guardian,PGD-045,Common,Needle Ceiling,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,38411870,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHRA-EN058 SR.png,Phantom Rage,PHRA-EN058,Super Rare,Perfect Sync - A-Un,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,13764602,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Ignition-like', 'Condition', 'Condition']",NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAMA-EN031 C.png,Dawn of Majesty,DAMA-EN031,Common,Aeropixthree,NA,Monster,WIND,Fairy / Tuner / Effect,Fairy,Tuner,1,200 / 200,200,200,83094004,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STOR-EN077 C.png,Storm of Ragnarok,STOR-EN077,Common,Xing Zhen Hu Replica,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,40736921,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENF-EN048 C.png,Generation Force,GENF-EN048,Common,Aqua Jet,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,07653207,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABYR-EN019 C.png,Abyss Rising,ABYR-EN019,Common,Mermail Abysslung,NA,Monster,WATER,Fish / Effect,Fish,Effect,4,1200 / 1800,1200,1800,95466842,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHSP-EN084 ScR.png,Shadow Specters,SHSP-EN084,Secret Rare,Lady of the Lake,NA,Monster,LIGHT,Aqua / Tuner / Effect,Aqua,Tuner,1,200 / 1800,200,1800,10736540,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Condition', 'Trigger', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOVR-EN059 C.png,Stardust Overdrive,SOVR-EN059,Common,Spiritual Forest,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,69112325,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Continuous-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOD-057 C.png,Legacy of Darkness,LOD-057,Common,Serpentine Princess,NA,Monster,WATER,Reptile / Effect,Reptile,Effect,4,1400 / 2000,1400,2000,71829750,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRD-043 C.png,Metal Raiders,MRD-043,Common,Morinphen,NA,Monster,DARK,Fiend,Fiend,NA,5,1550 / 1300,1550,1300,55784832,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CORE-EN053 R.png,Clash of Rebellions,CORE-EN053,Rare,Performage Trapeze Magician,NA,Monster,LIGHT,Spellcaster / Xyz / Effect,Spellcaster,Xyz,NA,2500 / 2000,2500,2000,17016362,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Quick', 'Trigger']",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
LOB-049 C.png,Legend of Blue Eyes White Dragon,LOB-049,Common,Sogen,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,86318356,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Continuous-like'],NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN068 SR.png,Raging Battle,RGBT-EN068,Super Rare,Delta Crow - Anti Reverse,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,59839761,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOD-EN065 C.png,Flames of Destruction,FLOD-EN065,Common,Called by the Grave,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,24224830,"['Semi-Limited (Ocg)', 'Limited (Tcg)']",['Effect'],NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIOV-EN003 UR.png,Lightning Overdrive,LIOV-EN003,Ultra Rare,ZS - Ascended Sage,NA,Monster,LIGHT,Warrior / Effect,Warrior,Effect,4,900 / 300,900,300,04647954,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Unclassified', 'Unclassified', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSV-029 C.png,Pharaoh's Servant,PSV-029,Common,Major Riot,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,09074847,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ORCS-EN023 SR.png,Order of Chaos,ORCS-EN023,Super Rare,Wind-Up Rat,NA,Monster,EARTH,Beast / Effect,Beast,Effect,3,600 / 600,600,600,57962537,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-075 C.png,Legend of Blue Eyes White Dragon,LOB-075,Common,Man Eater,NA,Monster,EARTH,Plant,Plant,NA,2,800 / 600,800,600,93553943,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MACR-EN071 C.png,Maximum Crisis,MACR-EN071,Common,Zoodiac Gathering,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,98918572,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Condition', 'Quick-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCR-052 UR.png,Dark Crisis,DCR-052,Ultra Rare,Interdimensional Matter Transporter,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,36261276,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-102 C.png,Ancient Sanctuary,AST-102,Common,Dora of Fate,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,67464807,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect', 'Lingering']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
GENF-EN018 C.png,Generation Force,GENF-EN018,Common,Spearfish Soldier,NA,Monster,WIND,Sea Serpent / Effect,Sea Serpent,Effect,4,1700 / 1100,1700,1100,84569017,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
